ID,dataset,SEXISM,text,gpt-4o-mini,gpt-4-0125-preview,gpt-3.5-turbo-0125,gemini-1.5-flash
862,en_dataset,1,@user obviously cunt even know teams history,,,,
863,en_dataset,0,@user talk retard,,,,
864,en_dataset,0,fella line work takes variety aliases. hell even chinaman six months.,,,,
865,en_dataset,0,friends retarded particular episode.,,,,
866,en_dataset,1,@user course feminazi's roll one other. frauds!,,,,
867,en_dataset,1,@user still fucking twat,,,,
868,en_dataset,0,today's heated debate ... biggest twat ashley's appointees run #nufc - llambias charnley,,,,
869,en_dataset,0,@user fuck defector.nla garbage town garbage fanbase.nalso fuck ginger-bearded twat turner.,,,,
870,en_dataset,0,ching ching chong chong dookie dookie,,,,
871,en_dataset,0,ain't blame loss lmaoo. retarded. like asf  @url,,,,
872,en_dataset,0,@user think jack hobbs fairly mongy though.,,,,
873,en_dataset,0,s.o.b retard dangerous asshole planet! shame brasil! @url,,,,
874,en_dataset,0,@user know what. dont hire couple thousand peole fly shithole countr @url,,,,
875,en_dataset,0,absolute cunt human @url,,,,
876,en_dataset,0,@user good anhur man bad luck zhong kui mid retard,,,,
877,en_dataset,0,@user @user spic polach,,,,
878,en_dataset,0,@user @user retarded cant research...then sure right... @url,,,,
879,en_dataset,0,@user @user @user family reached full retard @url,,,,
880,en_dataset,0,r shithole countries cuz american &amp; european imperialist capitalism helped make so...+ failing war @url,,,,
881,en_dataset,0,yes bc told im deactivating fucking faggot,,,,
882,en_dataset,0,@user hes faggot dude can't stand people like,,,,
883,en_dataset,0,fucking retard hate older people *claps 4 times* -john mauer 2018,,,,
884,en_dataset,1,feminist called fat twat.,,,,
885,en_dataset,0,@user wow middle east africa south asia? shithole countries gathered together walk thou @url,,,,
886,en_dataset,0,lol know mean! nigger got caught again. @url,,,,
887,en_dataset,0,twat @url,,,,
888,en_dataset,0,people living shithole countries throw stones. #treeoflifesynagogue @user,,,,
889,en_dataset,0,@user @user lives hollywood works buzzfeed; shocked combination produces mongoloid?,,,,
890,en_dataset,0,change ur @user fucking mongoloid @user,,,,
891,en_dataset,0,thread retarded af ncheck fan page spams  @url,,,,
892,en_dataset,0,mongoloid - mongoloid scans mongodb hosts compromised held ransom. @url,,,,
893,en_dataset,1,try hardest tweet trump lol cunt @url,,,,
894,en_dataset,1, either crazy retarded thin line separates could ,0.0,,,
895,en_dataset,0,easily turn straight boy cock thirsty cum addicted faggot. nnblack cock is.nnn#findom @url,,,,
896,en_dataset,0,alec :) _ retarded (: @url,,,,
897,en_dataset,0,sarah silverman gone total retard smh @url,,,,
898,en_dataset,0,oh well try hard shithole countries-maybe someday happen!,,,,
899,en_dataset,0,@user nigga started lagging left retard,,,,
900,en_dataset,0,omg tea! using terms hurt offend used sorry idc retarded  @url,,,,
901,en_dataset,0,chance defeat vile leftie pussy hat feminazi man-hating bitter bitches brigade. god help us @url,,,,
902,en_dataset,0,remember im negro open mind got skin door-wayne,,,,
903,en_dataset,0,exams passed collage thank fuck never go mongy place cheeky pay rise @url,,,,
904,en_dataset,0,@user could tell lil retarded,,,,
905,en_dataset,0,hey twitter nigger shit fuckibg bitch!!! fucking democratic libtard nigger lover!!!!!,,,,
906,en_dataset,0,@user @user ur demo believing retard!,,,,
907,en_dataset,0,fucking faggot,,,,
908,en_dataset,1,@user @user @user u talkin tae ?? stupid cunt know ur place,,,,
909,en_dataset,0,@user @user love negro!!!!,,,,
910,en_dataset,0,altered original dyke-esque costume b slutty bc tristan inspires b whore n he's eve n going @url,,,,
911,en_dataset,0,fucking retard man sad  @url,,,,
912,en_dataset,1,@user @user popcorn  selfies stick i'd snap cunt,1.0,,,
913,en_dataset,0,@user hes burning funko pop like mongoloid,,,,
914,en_dataset,0,@user shit sooo retarded,,,,
915,en_dataset,0,@user wtf saying? cause shithole countries collapse. example destroying @url,,,,
916,en_dataset,0,mom like ching chong bing bong we're eating bird dinner,,,,
917,en_dataset,0,keep mind im negro/so open mind got screen door! #impressive #carterv,,,,
918,en_dataset,1,joyeux anniversaire en retard league legends !,,,,
919,en_dataset,0,@user @user @user @user @user skipping shithole cities. ndetro @url,,,,
920,en_dataset,0,@user @user @user can't say anything stem orange man. bad mongoloi @url,,,,
921,en_dataset,0,@user @user back battle bus nigger,,,,
922,en_dataset,0,truely little mongy! .  @url,,,,
923,en_dataset,0,indian academic plagued left intellectual terrorism amount hue cry would impact unless restrict @url,,,,
924,en_dataset,0,fucking retarded fans. durrr jg lost game defense stop them...durrrr,,,,
925,en_dataset,0,okay white celebrate australia day #auspol,,,,
926,en_dataset,0,@user beautiful life... ching chong ling long,,,,
927,en_dataset,0,@user girl give 3 days twitter cunt puts ass lockup again. @url,,,,
928,en_dataset,0,cannot believe i'm sluttyjock wrote sharing teamviewer password. really faggot? haha. pr @url,,,,
929,en_dataset,0,mongoloid's response @user pointing trump attempt president @url,,,,
930,en_dataset,0,@user @user indian giver racist offensive many natives words like kike spic jap etc. @url,,,,
931,en_dataset,0,@user @user @user can't believe spic n span van survived wearing make @url,,,,
932,en_dataset,1,iconic.. factual! best thing slothy little cunt said long time merry saturday filthy ani @url,,,,
933,en_dataset,0,somebody tell faggot ass poe square up. show 17 dick riders,,,,
934,en_dataset,1,always nights stopped drinking feel fine morning ones cunt ya,,,,
935,en_dataset,0,worry bullshit going godforsaken shithole country leave us alone ca @url,,,,
936,en_dataset,0,ces migrants qui veulent sinvestir pourleurope @url,,,,
937,en_dataset,0,would beat chink faggot @url,,,,
938,en_dataset,0,@user looks like he'd call dirty spic hair long &amp; blonde ,,,,
939,en_dataset,0,@user bonge always going full retard. @url,,,,
940,en_dataset,0,lol new spic rappers different,,,,
941,en_dataset,0,@user ahahah wtf u he's @user pax messaging cunt @url,,,,
942,en_dataset,0,@user remove kids usa test fire nukes. country mined shithole needs @url,,,,
943,en_dataset,1,@user @user fucking cunt,,,,
944,en_dataset,0,@user @user hey retard 4 injured killed,,,,
945,en_dataset,0,@url debating different economic systems models go full retard claiming hy @url,,,,
946,en_dataset,0,gator chomp faggot shit i've ever seen life.,,,,
947,en_dataset,0,@user @user @user @user @user better,,,,
948,en_dataset,0,unreal crawling bed 13 hour nightshift next doors yappy little cunt dog wakes ,,,,
949,en_dataset,0,etes-vous daccord avec bernard kouchner qui dit que  nous devrions prendre plus de migrants  @url,,,,
950,en_dataset,0,austin bought chocolates... negro ate them. at?,,,,
951,en_dataset,0,@user @user ching chong,,,,
952,en_dataset,0,@user think lil corrected fucking retarded i'm losing brain cells @url,,,,
953,en_dataset,0,men democrats see rights illegal aliens ms-13 terrorists etc.,,,,
954,en_dataset,0,@user @user @user first thought leftist muslim terrorist. wrong. nee @url,,,,
955,en_dataset,0,herenni two parts/a personnboricua/spicnpast presentnalive oppressedngiven cultural beautyn. . . @url,,,,
956,en_dataset,0,smiling like retard  @url,,,,
957,en_dataset,0,appear mad bomber van cleaned spic-and-span got arrested?,,,,
958,en_dataset,0,hey cupcake shooter terrorist extremists leftist anti trumper... anti leo thoughts noted. th @url,,,,
959,en_dataset,0,@user @user happy bday @user gay faggot !!,,,,
960,en_dataset,0,people say grinch leak fake incineroar ain't literally retarded,,,,
961,en_dataset,0,@user @user @user yes u uneducated spic,,,,
962,en_dataset,0,@user according fox immigrants card carrying members ms-13... like evil hombres. @url,,,,
963,en_dataset,0,hes ching chong chicken nugger lol ; ),,,,
964,en_dataset,1,@user @user reported twat,,,,
965,en_dataset,0,@user disgrace wants trash us make another shithole country.... @url,,,,
966,en_dataset,1,1v1 riot shields round 11 cunt fuck game cunt,,,,
967,en_dataset,0,legally say 'ching chong ping ling',,,,
968,en_dataset,0,@user felt killed bujy  faggot,,,,
969,en_dataset,0,@user bet didnt kids call names tell go back country lol @url,,,,
970,en_dataset,1,@user yeah cunt ask i'm goin n shit,,,,
971,en_dataset,0,@user seeking support filmaker story negro yangaleader forgered revolt first black town free slaver @url,,,,
972,en_dataset,0,cp3 socked nigga retarded  @url,,,,
973,en_dataset,0,really dig stories immigrants coming usa making killing shit inspiring fr.,,,,
974,en_dataset,0,paul joseph watson stuck whiny incel cunt. keep tear jerking quit acting macho hero c @url,,,,
975,en_dataset,0,@user three four years ago america shithole country. now.,,,,
976,en_dataset,0,fucking retarded,0.0,,,
977,en_dataset,0,much interest benghazi murders? even care raghead.journalist? nah gun @url,,,,
978,en_dataset,0,increase much dyke is? like babies dykes take pics iunno i'm drawing wherever,,,,
979,en_dataset,1,tweeted last one. doubling cunt. @url,,,,
980,en_dataset,0,los quise fucking retarded,,,,
981,en_dataset,1,@user got bollocks put name face tweet though you? pathetic cunt.,,,,
982,en_dataset,0,@user @user @user @user russia could become civilized mongol hordes invaded.,,,,
983,en_dataset,0,@user @user agree let ukrainian refugees better,,,,
984,en_dataset,1,everytime get train always cunt sat reserved seat ,,,,
985,en_dataset,0,who's serving today faggot #findom,,,,
986,en_dataset,0,saying... tucker carson. cant say anything negro,,,,
987,en_dataset,0,dan fife biggest retard laconia even close.,,,,
988,en_dataset,0,raghead hours!!!!!!,,,,
989,en_dataset,0,@user shit piss fuck cunt cocksucker motherfucker tits fart turd twat delete bc obscene af,,,,
990,en_dataset,0,ever fuck asian girl fucking mongoloid,,,,
991,en_dataset,0,soros owned company used american tax dollars build app help illegal aliens evade authorities. @url,,,,
992,en_dataset,1,united gonna ruin fuckin sunday what? lukaku better get dropped shit cunt.,,,,
993,en_dataset,0,land immigrants one alien simply latest arrival.,,,,
994,en_dataset,0,@user @user cd projekt ducking socially mongoloid.,,,,
995,en_dataset,0,@user @user see ching chong,,,,
996,en_dataset,1,@user @user cunt rude yessi ignore,,,,
997,en_dataset,0,@user ask trump winning country shithole. ever since tiny trump elected let's vote,,,,
998,en_dataset,0,@user means #nationalism. fucking twat. #impeachtrumpnow @url,,,,
999,en_dataset,0,@user boyfriend 24 man old twat one inch dick ya pc faggot lol lol follower @url,,,,
1000,en_dataset,0,fucking faggot @url,,,,
1001,en_dataset,0,so. jonathan chait retarded? @url,,,,
1002,en_dataset,0,@user yeah negro,,,,
1003,en_dataset,0,@user ninja that?!  seriously guy literally retarded. every likes show @url,,,,
1004,en_dataset,0,@user yeah baby mongy,,,,
1005,en_dataset,0,@user @user @user call n**** tell go back country!,,,,
1006,en_dataset,0,@user hurry faggot wanna see,,,,
1007,en_dataset,1,@user @user silly little cunt think people affected it. plus it' @url,,,,
1008,en_dataset,0,@user forget shithole countries,,,,
1009,en_dataset,0,constantly bashing someone who's dead okay call gay person faggot i'm wrong???,,,,
1010,en_dataset,0,@user support crackdown illegal immigrants... numerous reasons.... wall? wont stop anyt @url,,,,
1011,en_dataset,0,immigrants edge @user,,,,
1012,en_dataset,0,@user called people shithole countries rapists murderers vehemently stating mi @url,,,,
1013,en_dataset,0,white says wassup nigger made video calling nigger. @url,,,,
1014,en_dataset,1,@user always early can't sleep twat,,,,
1015,en_dataset,0,@user god damn fucking retard obviously know fucking saracasm either fucking bitch,,,,
1016,en_dataset,0,@user @user so-called camo designed either colour-blind person utter retard neithe @url,,,,
1017,en_dataset,0,tried play telling hot guy bar. nice try faggot i've seen you.,,,,
1018,en_dataset,0,@user see faggot floor,,,,
1019,en_dataset,0,@user they're hard know ching chong,,,,
1020,en_dataset,0,negro got sample deposition album!,,,,
1021,en_dataset,0,@user yeah. youre scamming punk ass psych degree nigger woman.,,,,
1022,en_dataset,1,go facebook n see one twat blackface might scream,,,,
1023,en_dataset,0,@user @user @user whatever u say spic ( ps. im actually latino),,,,
1024,en_dataset,0,ok ching chong @url,,,,
1025,en_dataset,0,@user let's kid ourselves. nonwhite country 99% chance third world shithole one vote.,,,,
1026,en_dataset,0,@user yeah dodge wager course shitter gig retard go get bruises dad,,,,
1027,en_dataset,0,extra retarded time  @url,,,,
1028,en_dataset,0,fuck nigger,,,,
1029,en_dataset,0,@user @user front group abetting flocking illegal aliens country. good riddance.,,,,
1030,en_dataset,0,@user @user probably weeb faggot,,,,
1031,en_dataset,0,dumbasses really think i'm hurt call chink ching chong whatever bish i'm even hurt lmao,,,,
1032,en_dataset,0,@user love mindset label people 'bloke hating feminazis'.,,,,
1033,en_dataset,0,fucking scumbag cunt @url,,,,
1034,en_dataset,0,@user retarded,,,,
1035,en_dataset,0,i'm pussy boynwomen toyyysssni'm spasticnit's cybertasticnyou suck dicknonly aqw spicni @url,,,,
1036,en_dataset,1,@user @user lying because.... ahhh liberal feminazi. gotcha!,,,,
1037,en_dataset,0,@user yep; that's quid pro quo peters supporting refugees,,,,
1038,en_dataset,0,yay kelas ching chong today,,,,
1039,en_dataset,0,let's get twat banned. @url,,,,
1040,en_dataset,0,looking replies makes realize mentally retarded people are.nnthis depends situation b @url,,,,
1041,en_dataset,0,get schwacked faggot. @user,,,,
1042,en_dataset,1,boy harass girls clubs fucking twat,,,,
1043,en_dataset,1,tragic history manchester united cunt tweets that! he's fucking disgrace! @url,,,,
1044,en_dataset,0,@user political violence common feature shithole countries. america part club shitholes?,,,,
1045,en_dataset,0,talk according cristiano challenge:nkoke:you're faggotncristiano:i'm billionaire @url,,,,
1046,en_dataset,0,i'm sick seeing face news feed cunt.,,,,
1047,en_dataset,1,@user actual fuck? raging cunt.,,,,
1048,en_dataset,0,niggas getting beat dukes dyke girlfriend saying got much testosterone ,,,,
1049,en_dataset,0,@user kinda looks like raghead tbh,,,,
1050,en_dataset,0,@user @user he's correct gonna retarded. music could fit guide line. generation rap shit,,,,
1051,en_dataset,0,@user much twat &amp; deserves gets wonder lords name saville paed @url,,,,
1052,en_dataset,0,calling faggot talking there's difference gays faggots gay guys l @url,,,,
1053,en_dataset,0,@user calling africa haiti 'shithole countries' wrong,,,,
1054,en_dataset,0,@user @user @user still trying remember trump called haiti african nations shithole countries.,,,,
1055,en_dataset,0,@user nah. clearly joke know single thing person already seems like twat.,,,,
1056,en_dataset,0,@user @user ...... calling faggot clapping cheeks nigga,,,,
1057,en_dataset,0,charlie sloth mongy cunt,,,,
1058,en_dataset,0,@user thank ching chong lala ,,,,
1059,en_dataset,0,peace chocolate treats syrian refugees reach international space station @url @url,,,,
1060,en_dataset,0,@user @user @user hold previous 10 years retarded redneck hold ton @url,,,,
1061,en_dataset,0,actually whispering bing bong ching chong; nukes may wrong @url,,,,
1062,en_dataset,0,illegal immigrants come shithole countries @url,,,,
1063,en_dataset,0,@user calling faggot slut unnnhola go earn money sucking ,,,,
1064,en_dataset,0,okay white #auspol @url,,,,
1065,en_dataset,0,@user kys faggot one likes,,,,
1066,en_dataset,0,@user fuk u ya fukin pussy ass bitch. go home faggot ass bitch. yo momma watch ya podcasts. #fuku,,,,
1067,en_dataset,0,calling wiz one hit wonder means retard.,,,,
1068,en_dataset,1,@user twat say wrong day praised emri,,,,
1069,en_dataset,0,@user @user @user @user say tag right denilson spic,,,,
1070,en_dataset,0,@user @user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian chinamen @url,,,,
1071,en_dataset,0,=d =d =d =d =dni want bloke site (the chinaman)!!! lol =d =d =d @url,,,,
1072,en_dataset,0,flux mean faggot fucks cant find boyfriend! #fluxisamotherfuckerandabitch,,,,
1073,en_dataset,0,@user @user canada control borders mongoloid. shoulders poland.,,,,
1074,en_dataset,0,@user secret instagram that's main your're white girl say nigger you' @url,,,,
1075,en_dataset,0,trump incites hate daily blames #pittsburgh victims guns. shithole! ...trump reacting @url,,,,
1076,en_dataset,0,@user still live there? every city sa informal settlements/ shacks common shithole countries.,,,,
1077,en_dataset,0,palabek refugee settlement centre - lamwo district host 31173 south sudanese refugees #uganda,,,,
1078,en_dataset,1,today's ridiculously vapid intolerant cunt-radiction brought letter currently ascender-transitio @url,,,,
1079,en_dataset,0,cunt needs suspending @user @url,,,,
1080,en_dataset,0,@user @user @user @user ripley someone who'd illegal aliens getting smuggled in.,,,,
1081,en_dataset,0,@user @user obama member ?ching chong ? club photos blazing ganga,,,,
1082,en_dataset,0,gavin mc innes:nusing words asfaggot nigger+slutare context.they swear words;go 2 old black g @url,,,,
1083,en_dataset,0,literally heard co worker cuss boyfriend phone calling retard fat fuck like tak @url,,,,
1084,en_dataset,0,@user @user i'm middle aged. love white women. okay white.,,,,
1085,en_dataset,0,@user i'm fairness help every umpire mids prem full retard went au @url,,,,
1086,en_dataset,0,homie gloria pulled me. place finna spic &amp; span folded drawers  hate cleaning,,,,
1087,en_dataset,0,me: *important tangent chocolate pretzels retard food*nnyou guys: nnme: horse foreskinnnyou guys: @url,,,,
1088,en_dataset,0,bitches say crazy really retarded,,,,
1089,en_dataset,0,many us could keep spic n span kitchen lived 8000+ feet without electricity tap water @url,,,,
1090,en_dataset,0,@user true report today said 22 million illegal aliens us @url,,,,
1091,en_dataset,0,africa ya know place shithole countries located @url,,,,
1092,en_dataset,0,@user @user @user mooooooom! immigrants broke laaaaaawwww,,,,
1093,en_dataset,0,another season dicking mongy teams 6-0 championship next year then.,,,,
1094,en_dataset,0,@user faggot..,,,,
1095,en_dataset,0,@user calling people insensitive! that's best tweet day.. daft cunt,,,,
1096,en_dataset,0,found another liberal retard.  @url,,,,
1097,en_dataset,0,@user bother we're close stuff people constantly make ching chong jokes hj @url,,,,
1098,en_dataset,0,@url hear sick leftists aka democrats want bring migrants/illegal @url,,,,
1099,en_dataset,0,@user yeah speak bit japanese ching chong bing bong egg rice he's fucking gone search,,,,
1100,en_dataset,0,@user @user sad cunt,,,,
1101,en_dataset,0,paging dr. faggot...,,,,
1102,en_dataset,0,@user @user awe retarded....,,,,
1103,en_dataset,0,@user i'm even offended anymore jkfsd like jokes literally went typed ching chong unironically,,,,
1104,en_dataset,0,@user play dayyou deluded twat omd slap quickly remove,,,,
1105,en_dataset,0,pitchblende radius: mongoloid superindividual,,,,
1106,en_dataset,0,@user ever heard europe? acting like i'm fucking shithole human r @url,,,,
1107,en_dataset,0,@user act tiresome. literally accomplished nothing efforts thwart nazi cunt. @url,,,,
1108,en_dataset,0,@user soulless fucking twat.,,,,
1109,en_dataset,0,@user hey thought hated called retard???,,,,
1110,en_dataset,0,@user @user fled country impending shithole status i'm sure european countries w @url,,,,
1111,en_dataset,0,@user excuse me? fuck illegal aliens think are? #sendthemback,,,,
1112,en_dataset,0,la faute aux migrants!,,,,
1113,en_dataset,1,yep. thinking back whole feminazi movement started. woman may hire potential w @url,,,,
1114,en_dataset,0,@user called asked someone speaks english cause like spics answer phone called wetback,,,,
1115,en_dataset,0,shit retarded inverse always applied matter dumb meme left right lit @url,,,,
1116,en_dataset,0,@user @user bowls chinaman scrambled seam too. rarely bowls chinaman ball landing seam,,,,
1117,en_dataset,0,cashew glade: mongoloid three-headed,,,,
1118,en_dataset,0,@user @user @user @user @user obvious ching chong. suppose abuse animal something,,,,
1119,en_dataset,0,literally got ding dong ditched likely 12 year old faggot thats cracking right jake paul apparel,,,,
1120,en_dataset,0,man cant wait apprenticeship quit job leave shithole company maybe even gtfo country,,,,
1121,en_dataset,0,@user big dyke energy,,,,
1122,en_dataset,0,pretty much made say retard every,,,,
1123,en_dataset,0,@user mass murderer cross caravan come shithole countr @url,,,,
1124,en_dataset,0,keelah lil drunk ass retarded ,,,,
1125,en_dataset,0,amazing clean call today dancers  spic spoc ready weekend shows! @user ,,,,
1126,en_dataset,0,@user bring disease. excised. great sorrow must destroyed.,,,,
1127,en_dataset,0,call dirty spic shove nail toenail plz @url,,,,
1128,en_dataset,0,black youtubers: demonetized say nigger ????? really wanna say nigger channel,,,,
1129,en_dataset,0,@user @user @user @user ummmm.... buddy? must retarded.,0.0,,,
1130,en_dataset,0,@user @user really thought man retarded though ,,,,
1131,en_dataset,0,iron lung blimp cat soup @url,,,,
1132,en_dataset,0,@user @user okay white bruh,,,,
1133,en_dataset,0,@user @user @user @user @user @user cia trying kill say nigger @url,,,,
1134,en_dataset,0,@user @user wonder spic gets it?,,,,
1135,en_dataset,0,okay white motion suspiciously delayed - @url @url,,,,
1136,en_dataset,0,yeah leave alone faggot!!!!!! @url,,,,
1137,en_dataset,0,@user i'm glad read silly spic like ever attain hold entry level jobs swing ham @url,,,,
1138,en_dataset,0,@user accept american refugees yet? i'm afraid safe millions americans stay co @url,,,,
1139,en_dataset,0,refugees sent back libya? | stream @url,,,,
1140,en_dataset,0,daily dose ching chong ling longs @url,,,,
1141,en_dataset,0,@user stop littering faggot,,,,
1142,en_dataset,0,sorry time earls mom yelled called furry faggot,,,,
1143,en_dataset,0,give past hour i've trying take decent picture eyes keep coming retarded,,,,
1144,en_dataset,0,@user fat balding retard supposed foster care lmaooo,,,,
1145,en_dataset,0,#dtmag border patrol agents discover nearly 200 illegal immigrants remote arizona desert @url,,,,
1146,en_dataset,0,flipped guy used crush best friend thinks fuck me. i'm dead.. fuck dumb cunt,,,,
1147,en_dataset,0,thoughts allen _ baby boy!!!!! he's cool better sa guitar pero sa vocals hinde mongoloid siya. h @url,,,,
1148,en_dataset,0,i'm retard. yes exist yes,,,,
1149,en_dataset,0,@user girl retarded  call thomas edison fuckboy ,,,,
1150,en_dataset,0,@user that's twitter retarded remember bush obama years. we've @url,,,,
1151,en_dataset,1,lynching! wait. ok lynching deep state feminazi conspiracy! yeah that's it.,,,,
1152,en_dataset,0,@user prolly thank mentally retarded fnbse like srsly? comparing global legend glassy dough poin @url,,,,
1153,en_dataset,0,picture told thing black girls called nigger rejecting @url,,,,
1154,en_dataset,0,@user many  absolute retard,,,,
1155,en_dataset,0,hate fucjing stupids ass fu king hick town man c nights fu king retarded still canes whole ass goinitxh,,,,
1156,en_dataset,0,owe us apology 50000 illegal aliens arrived shores lnp left deal @url,,,,
1157,en_dataset,0,@user wonder they've cutting rush limbaugh's supply with? moral retard. period. @url,,,,
1158,en_dataset,0,negro? @url,,,,
1159,en_dataset,1,booooooom smelly cunt time lufc bit luck fuck forest love leeds #lufc #mot @url,,,,
1160,en_dataset,0,number illegal aliens twice reported bydemocrats?,,,,
1161,en_dataset,1,@user know cause prominent conservative men always ignorant asking raging liberal feminazi's @url,,,,
1162,en_dataset,0,@user use faggot upsets (even em almost 50 know better h @url,,,,
1163,en_dataset,1,ugly cunt lol,,,,
1164,en_dataset,1,boys fucking retarded,,,,
1165,en_dataset,0,@user still follow twat. see many times retweets ,,,,
1166,en_dataset,0,@user @user god hate feminazi's.,,,,
1167,en_dataset,0,@user retard!!,,,,
1168,en_dataset,0,discernible skill give visa here. sorry want people shithole countries @url,,,,
1169,en_dataset,0,lol #zog puppet emperornanyone still supports trump retarded @url,,,,
1170,en_dataset,0,@user @user retarded tell 12 year olds video,,,,
1171,en_dataset,0,yo album still trash faggot @url,,,,
1172,en_dataset,0,@user shooting totally leftist setup attack second amendment rights. find perps @url,,,,
1173,en_dataset,0,spic ee,,,,
1174,en_dataset,0,@user another eu country becomes muslim migrant shithole,,,,
1175,en_dataset,0,@user thank much. another shithole country full violence hate arrogant @url,,,,
1176,en_dataset,0,@user @user @user cunt,,,,
1177,en_dataset,0,care american families care illegal aliens families. lasted wha @url,,,,
1178,en_dataset,0,okay white motion suspiciously delayed @url,,,,
1179,en_dataset,0,wow... becoming shithole country. @url,,,,
1180,en_dataset,0,lmao nigga retarded  still paid man  @url,,,,
1181,en_dataset,1,@user u take aggression lady behind me? giant twat,,,,
1182,en_dataset,0,dang right we're right &amp; we'll teach libtard &amp;raghead terrorists lesson #civility nbc chihuawer tppatri @url,,,,
1183,en_dataset,0,@user @user @user sri lanka president trump would call shithole country. civilize @url,,,,
1184,en_dataset,0,sister never take feelings seriously get cunt week bitch wanna marry @url,,,,
1185,en_dataset,0,@user complete twat are!,,,,
1186,en_dataset,0,get wrong good music give retard money and... @url,,,,
1187,en_dataset,0,@user diversity general eurafrica particular (((the economist's))) greatest strength,,,,
1188,en_dataset,0,fucking retard. @url,,,,
1189,en_dataset,1,hey siri!....you twat. -tess horowitz,,,,
1190,en_dataset,0,series even better knowing machado likes use faggot insult.,,,,
1191,en_dataset,0,@user eating cough drops talking bout candy &amp; screaming like retard ,,,,
1192,en_dataset,0,khadi blocked main account cause clocked dyke ass supporting xxxtentacion,,,,
1193,en_dataset,0,@user would cry people called fat got called faggot annoying whatever omg @url,,,,
1194,en_dataset,0,sort thing happens shithole country. @url,0.0,,,
1195,en_dataset,1,information @user absolute twat reason sjws told deserve get gaybashed ju @url,,,,
1196,en_dataset,0,kavanaugh get rid illegal aliens,,,,
1197,en_dataset,0,@user fatlus mainstream nigger,,,,
1198,en_dataset,0,@user ahm no. hazara (whom described short trolls) mongol decendants nothing wit @url,,,,
1199,en_dataset,0,@user @user @user dont compare us mongol nation. u compare ur nation kur @url,,,,
1200,en_dataset,0,@user mongol,,,,
1201,en_dataset,1,@user @user @user @user @user @user men hating feminazi? @url,,,,
1202,en_dataset,0,lebron teammates become retarded big situations,0.0,,,
1203,en_dataset,0,@user director must retard,,,,
1204,en_dataset,0,nicki's powerful! call c*rdi tell retarded is!  @url,1.0,,,
1205,en_dataset,0,pretty much would let gemma know fat cunt shoes gave something @url,0.0,,,
1206,en_dataset,1,@user lol. called twat you? :d,,,,
1207,en_dataset,0,means el salvador can't create well-run society. course people want leave shithole countrie @url,,,,
1208,en_dataset,0,piers morgan fucking faggotnwe know thisnjust point n laugh,,,,
1209,en_dataset,0,@user people retarded bro ,,,,
1210,en_dataset,1,old guy bangs young twat @url,,,,
1211,en_dataset,0,#737 what's 8-letter word retarded'? -cavemanengi,,,,
1212,en_dataset,0,baby told beautiful bare face nigger twist @url,,,,
1213,en_dataset,0,@user darlin yo yes spic inglish,,,,
1214,en_dataset,0,hate term illegal aliens #htgawm,,,,
1215,en_dataset,0,give bite nigger,,,,
1216,en_dataset,0,america go official bankruptcy quicker due many illegal aliens:,,,,
1217,en_dataset,0,look retarded fuckstick @url,,,,
1218,en_dataset,0,@user i'd assume entire mongol horde back up. probably nothing.,,,,
1219,en_dataset,0,@user yea that's said. apparent social media 5news ran someone retarded close it.,,,,
1220,en_dataset,1,twat... @url,,,,
1221,en_dataset,0,@user exo said fuck nigger lives left,,,,
1222,en_dataset,0,@user @user many lawyers like keyamo shithole country!,,,,
1223,en_dataset,0,@user them: might probably says nigger one around,,,,
1224,en_dataset,0,@user suck spic balls ,,,,
1225,en_dataset,0,@user looks spic span want go,,,,
1226,en_dataset,0,keep mind negro open mind got screen door wayne goin crazy,,,,
1227,en_dataset,0,bag shit republican cohort office country remain shithole! #vote @url,,,,
1228,en_dataset,0,#pedo speak 'hotdogs' means little boys.nnso muslim faggot @user imported bunch black kids chi @url,,,,
1229,en_dataset,0,armies - get canada mexico cuba europe asia shithole countries even switze @url,,,,
1230,en_dataset,1,told big time! look @user guess real_alexjones wrong retard all? @url,,,,
1231,en_dataset,1,bitch idk thats thing like dicks removed used twat.... also left @url,,,,
1232,en_dataset,0,trump's making country shithole millions millions people.,,,,
1233,en_dataset,0,i'm forced deal retarded people everyday.,,,,
1234,en_dataset,0,@user never zyzz bruh fuckin sick cunt bruh,,,,
1235,en_dataset,1,anytime decide like woman fr take dance bachata week idk spic instincts,,,,
1236,en_dataset,0,@user shut nigger,,,,
1237,en_dataset,0,@user better faggot,,,,
1238,en_dataset,0,@user wtf?!! event even ksa. nwho's mongoloid owns dumb account.,,,,
1239,en_dataset,0,fuck would raghead know british?nnsadiq khan claims there's 'nothing british' trustin @url,,,,
1240,en_dataset,1,@user going go limb think might twat kind gives bit vibe.,,,,
1241,en_dataset,0,people actually take pride shameful history countries soliciting white immigrants whiten soc @url,,,,
1242,en_dataset,0,love negro spirituals. lol dope new gospel getting played heavy rotation,,,,
1243,en_dataset,1,@user gay retard,,,,
1244,en_dataset,0,faggot @url,,,,
1245,en_dataset,0,@user feminists worth nut thats nigga showing feminazi girlfriend close euthanasia,,,,
1246,en_dataset,0,@user turn around @user go back come give natives back @url,,,,
1247,en_dataset,0,@user another mongoloid twitter.,,,,
